au_cricos,name,latitude,longitude,short_name,website,country,note
10006427,University For The Creative Arts,51.381522,0.514315,UCREATIVE,http://www.ucreative.ac.uk,UK,"Campuses: Rochester, Maidstone Studios, Hampton Court Palace, Farnham, Epsom, Canterbury"
10006442,Birmingham Metropolitan College,52.449168,-2.141047,BMETC,http://www.bmetc.ac.uk,UK,"Campuses: Stourbridge College, Sutton Coldfield College, Matthew Boulton College, Kidderminster Academy, James Watt College, Art and Design Centre"
10006463,Swindon College,51.568407,-1.78752,SWINDON-COLLEGE,http://www.swindon-college.ac.uk,UK,
10006494,Tameside College,53.487938,-2.08077,TAMESIDE,http://www.tameside.ac.uk,UK,
10006549,Telford College,52.697401,-2.498213,TCAT.,https://www.tcat.ac.uk/higher-education,UK,
10006566,The University Of West London,51.454365,-0.976345,UWL,http://www.uwl.ac.uk,UK,"Campuses: Reading, Ealing / Brentford, Stanmore"
10006570,Ekc Group,51.276093,1.090589,EASTKENT,http://www.eastkent.ac.uk,UK,"Campuses: Canterbury College, Broadstairs College"
10006770,The Oldham College,53.53847,-2.114138,OLDHAM,http://www.oldham.ac.uk,UK,
10006840,University of Birmingham,52.44897,-1.93086,BIRMINGHAM,http://www.birmingham.ac.uk,UK,
10006841,The University Of Bolton,53.483348,-2.238173,BOLTON,http://www.bolton.ac.uk,UK,"Campuses: Shockout Art, Backstage Academy, University of Bolton"
10006842,The University Of Liverpool,53.40595,-2.965622,LIV,http://www.liv.ac.uk,UK,"Campuses: Main Campus, Carmel College, Birkenhead Sixth Form College"
10006963,New City College,51.580056,0.11911,TOWER,http://www.tower.ac.uk,UK,"Campuses: Redbridge Campus, Hackney Campus"
10007011,Northampton College,52.263029,-0.84885,NORTHAMPTONCOLLEGE,http://www.northamptoncollege.ac.uk,UK,
10007063,Truro And Penwith College,50.124217,-5.073431,TRUROCOLLEGE,http://www.trurocollege.ac.uk,UK,"Campuses: Tregye Campus, Truro College, Penwith College"
10007114,University Of The Highlands And Islands,57.474236,-4.189894,UHI,http://www.uhi.ac.uk,UK,"Campuses: Department of Nursing, Inverness, Department of Nursing, Western Isles, West Highland College UHI, North Highland College UHI, Sabhal Mor Ostaig UHI, Shetland College UHI, Scottish Association for Marine Science, Perth College UHI, Orkney College UHI, Moray College UHI, Lews Castle College UHI, Inverness, Highland Theological College UHI, Highland Theological College UHI, Glasgow base, Executive Office, Argyll College UHI"
10007137,University of Chichester,50.836255,-0.383254,CHI,http://www.chi.ac.uk,UK,"Campuses: Worthing College, Performers College, Platform One - Isle of Wight, Bognor Regis Campus, Bishop Otter Campus"
10007138,The University of Northampton,52.038186,-0.769593,NORTHAMPTON,http://www.northampton.ac.uk,UK,"Campuses: University Centre Milton Keynes MK College, Brit College, University of Northampton Waterside Campus, University of Northampton Innovation Centre, University of Northampton St. Georges Avenue"
10007139,University Of Worcester,52.061884,-2.698565,WORC,http://www.worc.ac.uk,UK,"Campuses: Herefordshire and Ludlow College - Hereford Campus, University of Worcester"
10007140,Birmingham City University,52.468005,-1.925987,BCU,http://www.bcu.ac.uk,UK,"Campuses: City South Campus, City North Campus, City Centre Campus"
10007141,University Of Central Lancashire,53.483639,-2.259101,UCLAN,http://www.uclan.ac.uk,UK,"Campuses: SEM (Midi) Manchester, SSR Manchester, SSR London, Huddersfield New College, Burnley College, UCLan Westlakes, Runshaw College, Kendal College, UCLan Burnley Campus, UCLan Main Campus, Futureworks"
10007143,Durham University,54.768149,-1.571868,DUR,http://www.dur.ac.uk,UK,
10007144,The University of East London,51.522621,-0.097863,UEL,http://www.uel.ac.uk,UK,"Campuses: Italia Conti Academy of Theatre Arts, Stratford Campus, Docklands Campus"
10007145,University Of Gloucestershire,51.872267,-2.223156,GLOS,http://www.glos.ac.uk,UK,"Campuses: The University of Gloucestershire - Gloucester, The University of Gloucestershire - Cheltenham"
10007146,University Of Greenwich,51.38666,0.034822,GREENWICH,http://www.greenwich.ac.uk,UK,"Campuses: Bromley College of Further and Higher Education, Medway Campus, Greenwich Campus, Avery Hill, Royal School of Military Engineering, Doreen Bird College of Performing Arts"
10007147,University of Hertfordshire,51.660114,-0.40605,HERTS,http://www.herts.ac.uk,UK,"Campuses: West Herts College, Pen Green, Oakland'S College, Hertford Regional College, North Hertfordshire College, Barnet And Southgate College, University Of Hertfordshire"
10007148,University of Huddersfield,53.643694,-1.778698,HUD,http://www.hud.ac.uk,UK,
10007149,University of Hull,53.76964,-0.367165,HULL,http://www.hull.ac.uk,UK,
10007150,The University Of Kent,51.39728,0.540124,KENT,http://www.kent.ac.uk,UK,"Campuses: Medway, Canterbury"
10007151,University Of Lincoln,53.228855,-0.549237,LINCOLN,http://www.lincoln.ac.uk,UK,
10007152,University Of Bedfordshire,52.658452,-0.471513,BEDS,http://www.beds.ac.uk,UK,"Campuses: New Stamford College, Central Bedfordshire College, Bedford College, London School of Commerce Birmingham, London School of Commerce, University Campus Milton Keynes, Bedford Campus, Luton Campus"
10007154,"University Of Nottingham, The",52.941271,-1.186477,NOTTINGHAM,http://www.nottingham.ac.uk,UK,"Campuses: The University of Nottingham, Sutton Bonington Campus, Royal Derby Hospital, Nottingham City Hospital, Lincoln Campus"
10007155,University Of Portsmouth,50.800222,-1.136173,PORT,http://www.port.ac.uk,UK,"Campuses: St Vincent College, Stanmore College, South Downs College, Isle Of Wight College, Fareham College, Eastleigh College, Chichester College, City College Southampton, Alton College, University Of Portsmouth"
10007156,The University of Salford,53.483558,-2.270665,SALFORD,http://www.salford.ac.uk,UK,"Campuses: Salford University, Salford City College, Media City, Hopwood Hall, Carmel College"
10007157,University of Sheffield,53.381261,-1.48858,SHEF,http://www.shef.ac.uk,UK,
10007158,University Of Southampton,51.06578,-1.310295,SOTON,http://www.soton.ac.uk,UK,"Campuses: Winchester, Southampton"
10007159,University Of Sunderland,51.500806,-0.014978,SUNDERLAND,http://www.sunderland.ac.uk,UK,"Campuses: London Campus, East Durham, University of Sunderland"
10007160,The University Of Surrey,51.242572,-0.587946,SURREY,http://www.surrey.ac.uk,UK,
10007161,Teesside University,54.572076,-1.234694,TEES,http://www.tees.ac.uk,UK,"Campuses: Teesside University Main Campus, Stockton Riverside College, Redcar & Cleveland College, Hartlepool College, Darlington College"
10007162,"University Of The Arts, London",51.474058,-0.080721,ARTS,http://www.arts.ac.uk,UK,"Campuses: Peckham Road, Merton Hall Road, Granary Square, John Prince's Street, John Islip Street, Elephant & Castle"
10007163,University of Warwick,52.380345,-1.56062,WARWICK,http://www.warwick.ac.uk,UK,
10007164,UWE,51.50021,-2.547491,UWE,http://www.uwe.ac.uk,UK,"Campuses: University of the West of England, UWE Glenside Campus, City Campus, Bristol City Community Trust, Gloucester Campus, City of Bristol College"
10007165,The University Of Westminster,53.053,-1.8055,WESTMINSTER,http://www.westminster.ac.uk,UK,"Campuses: Community Music Ltd, Regent Campus, Marylebone Campus, Law School, Harrow Campus, Cavendish Campus"
10007166,University of Wolverhampton,52.817179,-1.655528,WLV,http://www.wlv.ac.uk,UK,"Campuses: Burton Hospital Centre, Telford Campus, Walsall Campus, Wolverhampton City Campus"
10007167,University Of York,53.948333,-1.053611,YORK,http://www.york.ac.uk,UK,
10007193,HCUC (Harrow College & Uxbridge College),51.549956,-0.469124,HCUC,http://www.hcuc.ac.uk,UK,"Campuses: Uxbridge, Hayes"
10007289,Wakefield College,53.685366,-1.503646,WAKEFIELD,http://www.wakefield.ac.uk,UK,
10007361,Waverley Abbey College,51.203366,-0.75771,WAVERLEYABBEYCOLLEGE,http://www.waverleyabbeycollege.ac.uk,UK,
10007417,West Herts College,51.66012,-0.406027,WESTHERTS,http://www.westherts.ac.uk,UK,
10007419,West Kent And Ashford College,51.186803,0.263104,WESTKENT,http://www.westkent.ac.uk,UK,
10007427,Vision West Nottinghamshire College,53.121581,-1.192328,WNC,http://www.wnc.ac.uk,UK,
10007434,West Thames College,51.475249,-0.342196,WEST-THAMES,http://www.west-thames.ac.uk,UK,
10007455,Capital City College Group,51.587861,-0.072902,CAPITALCCG,http://www.capitalccg.ac.uk,UK,
10007459,University Centre Weston,51.349998,-2.947463,WESTON,http://www.weston.ac.uk,UK,"Campuses: South West Skills Campus, Loxton Campus, Knightstone Campus"
10007469,Weymouth College,50.6229,-2.451426,WEYMOUTH,http://www.weymouth.ac.uk,UK,
10007500,Wigan And Leigh College,53.549154,-2.637952,WIGAN-LEIGH,http://www.wigan-leigh.ac.uk,UK,"Campuses: Wigan, Leigh"
10007527,Wiltshire College And University Centre,51.308083,-2.222515,WILTSHIRE,http://www.wiltshire.ac.uk,UK,"Campuses: Trowbridge Campus, Salisbury Campus, Lackham Campus, Chippenham Campus, Castle Combe"
10007553,Wirral Metropolitan College,53.39327,-3.021255,WMC,http://www.wmc.ac.uk,UK,
10007578,City Of Wolverhampton College,52.58932,-2.156543,WOLVCOLL,http://www.wolvcoll.ac.uk,UK,"Campuses: City of Wolverhampton College, University of Wolverhampton"
10007657,Writtle University College,51.736394,0.428331,WRITTLE,http://www.writtle.ac.uk,UK,
10007696,Yeovil College,50.949048,-2.637528,YEOVIL,http://www.yeovil.ac.uk,UK,
10007709,York College,53.929663,-1.112734,YORKCOLLEGE,http://www.yorkcollege.ac.uk,UK,
10007713,York St John University,53.965246,-1.080281,YORKSJ,http://www.yorksj.ac.uk,UK,
10007759,Aston University,52.486648,-1.89095,ASTON,http://www.aston.ac.uk,UK,
10007760,"Birkbeck, University of London",51.543077,0.002421,BBK,http://www.bbk.ac.uk,UK,"Campuses: Birkbeck College - Stratford Campus, Birkbeck College - Bloomsbury Campus"
10007761,Courtauld Institute Of Art,51.530116,-0.114985,COURTAULD,http://www.courtauld.ac.uk,UK,
10007762,Glasgow Caledonian University,51.518425,-0.072239,GCU,http://www.gcu.ac.uk,UK,"Campuses: GCU London, Main Campus"
10007764,Heriot-Watt University,55.91,-3.32,HW,http://www.hw.ac.uk,UK,"Campuses: EdinburghCampus, ScottishBorders"
10007767,Keele University,53.001885,-2.273027,KEELE,http://www.keele.ac.uk,UK,
10007768,Lancaster University,54.01163,-2.790449,LANCS,http://www.lancs.ac.uk,UK,
10007772,Edinburgh Napier University,55.924898,-3.28886,NAPIER,http://www.napier.ac.uk,UK,"Campuses: Sighthill Campus, Calder Road, Edinburgh, Merchiston Campus, Colinton Road, Craiglockhart Campus, Colinton Road"
10007773,The Open University,55.924898,-3.28886,OPEN,http://www.open.ac.uk,UK,
10007774,Oxford University,51.752128,-1.250414,OX,http://www.ox.ac.uk,UK,
10007775,Queen Mary University Of London,51.517775,-0.060653,QMUL,http://www.qmul.ac.uk,UK,"Campuses: Queen Mary University of London - Whitechapel campus, Queen Mary University of London - Mile End campus"
10007776,Roehampton University,51.457008,-2.585344,ROEHAMPTON,http://www.roehampton.ac.uk,UK,"Campuses: QAHE Bristol Centre, QAHE Leeds Centre, QAHE Newcastle Holborn Centre, QAHE Manchester Centre, QAHE Birmingham Centre, QAHE London Holborn Centre, University of Roehampton"
10007778,Royal College Of Music,51.49976,-0.177209,RCM,http://www.rcm.ac.uk,UK,
10007779,The Royal Veterinary College,51.714228,-0.210283,RVC,http://www.rvc.ac.uk,UK,"Campuses: Hawkshead Campus, Camden Campus"
10007780,School of Oriental and African Studies,51.52235,-0.129259,SOAS,http://www.soas.ac.uk,UK,
10007782,"St. George's, University of London",51.427912,-0.173469,SGUL,http://www.sgul.ac.uk,UK,
10007783,University Of Aberdeen,57.165019,-2.099122,ABDN,http://www.abdn.ac.uk,UK,"Campuses: Old Aberdeen, Foresterhill"
10007784,UCL,51.524716,-0.133553,UCL,http://www.ucl.ac.uk,UK,
10007785,The University Of Bradford,53.702044,-1.64929,BRADFORD,http://www.bradford.ac.uk,UK,"Campuses: Dewsbury Hospital, University of Bradford"
10007786,University Of Bristol,51.459064,-2.603292,BRISTOL,http://www.bristol.ac.uk,UK,
10007787,University of Buckingham,51.99608,-0.991721,BUCKINGHAM,http://www.buckingham.ac.uk,UK,
10007788,University Of Cambridge,52.205281,0.117816,CAM,http://www.cam.ac.uk,UK,
10007789,University of East Anglia,52.141857,1.213221,UEA,http://www.uea.ac.uk,UK,"Campuses: Otley College, Easton College, Campus A"
10007790,University Of Edinburgh,55.865404,-3.199696,ED,http://www.ed.ac.uk,UK,"Campuses: Easter Bush, Little France, Central and King's Buildings"
10007791,The University Of Essex,51.538147,0.712282,ESSEX,http://www.essex.ac.uk,UK,"Campuses: Southend Campus, Colchester Campus, East15 (Loughton) Campus"
10007792,University Of Exeter,50.735199,-3.53437,EXETER,http://www.exeter.ac.uk,UK,"Campuses: Exeter Campus, Cornwall Campus (Penryn)"
10007793,University Of South Wales/Prifysgol De Cymru,51.746152,-3.383134,SOUTHWALES,http://www.southwales.ac.uk,UK,"Campuses: Merthyr Tydfil College, Coleg Y Cymoedd (Rhondda), Coleg Y Cymoedd (Nantgarw), Coleg Y Cymoedd (Aberdare), Coleg Gwent (Usk), Coleg Gwent (Pontypool), Coleg Gwent (Newport), Coleg Gwent (Ebbw Vale), Cardiff And Vale College (Cardiff), Cardiff And Vale College (Barry), Bridgend College, Coleg Y Cymoedd (Ystrad Mynach), Neath Port Talbot College, Royal Welsh College Of Music & Drama, Newport, Cardiff, Treforest"
10007794,University Of Glasgow,55.872,-4.288,GLA,http://www.gla.ac.uk,UK,"Campuses: Glasgow Campus, Dumfries campus"
10007795,University of Leeds,53.808478,-1.552792,LEEDS,http://www.leeds.ac.uk,UK,
10007796,University of Leicester,52.620605,-1.125648,LE,http://www.le.ac.uk,UK,
10007798,University of Manchester,53.455369,-2.223154,MANCHESTER,http://www.manchester.ac.uk,UK,"Campuses: Xaverian College, Main Campus"
10007799,Newcastle University,54.980324,-1.615714,NCL,http://www.ncl.ac.uk,UK,"Campuses: Newcastle Campus, Newcastle University London"
10007800,University Of The West Of Scotland,51.498515,-0.099752,UWS,http://www.uws.ac.uk,UK,"Campuses: London, Glasgow Kelvin College, Ayrshire College, Paisley, Hamilton, Dumfries, Ayr"
10007801,University Of Plymouth,51.547027,-0.178903,PLYMOUTH,http://www.plymouth.ac.uk,UK,"Campuses: BCOM London, University of Plymouth Campus, Knowledge Spa Truro, Peninsula Allied Health Centre, The Exeter School of Nursing"
10007802,University of Reading,51.440565,-0.947108,READING,http://www.reading.ac.uk,UK,
10007803,University Of St Andrews,56.341205,-2.793016,ST-ANDREWS,http://www.st-andrews.ac.uk,UK,
10007804,University Of Stirling,56.149213,-3.926794,STIR,http://www.stir.ac.uk,UK,"Campuses: University of Stirling - Stirling Campus, University of Stirling/Forth Valley College - Stirling Campus, University of Stirling/Forth Valley College - Falkirk Campus"
10007805,University Of Strathclyde,55.861069,-4.242455,STRATH,http://www.strath.ac.uk,UK,
10007806,University Of Sussex,50.86447,-0.087077,SUSSEX,http://www.sussex.ac.uk,UK,"Campuses: Falmer Campus, Falmer"
10007807,Ulster University,55.006757,-7.323586,ULSTER,http://www.ulster.ac.uk,UK,"Campuses: Magee, London (QABS), Jordanstown, Coleraine, Belfast, Birmingham (QABS)"
10007811,Bishop Grosseteste University,53.244036,-0.535716,BISHOPG,http://www.bishopg.ac.uk,UK,
10007812,University Of London Institute In Paris,48.859593,2.314796,ULIP.LONDON,http://www.ulip.london.ac.uk,UK,
10007814,Cardiff University,51.487342,-3.179083,CARDIFF,http://www.cardiff.ac.uk,UK,
10007816,The Royal Central School Of Speech And Drama,51.544337,-0.174179,CSSD,http://www.cssd.ac.uk,UK,
10007817,Chichester College Group,51.116206,0.181502,CHICHESTER,http://www.chichester.ac.uk,UK,"Campuses: Crawley College, Chichester Campus, Brinsbury Campus, University of Portsmouth"
10007820,Coleg Llandrillo,53.255231,-4.31299,GLLM,http://www.gllm.ac.uk,UK,"Campuses: Llangefni Campus, Parc Menai Campus, Menai Campus, Bay Learning Centre, Rhos-On-Sea Campus, Glynllifon Campus CMD, Dolgellau Campus CMD"
10007823,Edge Hill University,53.559554,-2.873788,EDGEHILL,http://www.edgehill.ac.uk,UK,"Campuses: Ormskirk, St James', Manchester, Holy Cross, Bury"
10007825,Guildhall School Of Music & Drama,51.519502,-0.092406,GSMD,http://www.gsmd.ac.uk,UK,
10007832,Newman University,52.45646,-2.050904,NEWMAN,http://www.newman.ac.uk,UK,"Campuses: Halesowen College, Newman University"
10007833,Glyndwr University,53.211996,-3.14482,GLYNDWR,http://www.glyndwr.ac.uk,UK,"Campuses: Glyndwr University, Flintshire, Glyndwr University, Wrexham"
10007835,The Royal Academy Of Music,51.523614,-0.152131,RAM,http://www.ram.ac.uk,UK,
10007837,Royal Northern College Of Music,53.468501,-2.236636,RNCM,http://www.rncm.ac.uk,UK,
10007839,SAE Institute Ltd,51.717049,-1.224446,,http://www.sae.edu,UK,"Campuses: SAE Oxford, SAE London, SAE Liverpool, SAE Glasgow"
10007842,The University Of Cumbria,51.511172,-0.024904,CUMBRIA,http://www.cumbria.ac.uk,UK,"Campuses: In London, In Barrow-in-Furness, In Carlisle - Paternoster Row, In Lancaster, In Carlisle - Fusehill Street, At Energus, Workington, In Carlisle - Brampton Road, In Ambleside"
10007843,"St Mary's University, Twickenham, London",51.437438,-0.335313,STMARYS,http://www.stmarys.ac.uk,UK,"Campuses: St Mary's University, Twickenham"
10007848,University Of Chester,53.193574,-2.892378,CHESTER,http://www.chester.ac.uk,UK,"Campuses: The Light Project, Chester, University Centre Shrewsbury, The Hammond, Chester, Reaseheath College, Warrington Campus, Leighton Hospital (near Crewe), Clatterbridge Hospital (Wirral), Thornton Campus, Chester Parkgate Road/Kingsway/Riverside/Queen's Park Campus'"
10007849,University Of Abertay Dundee,56.463221,-2.9739,ABERTAY,http://www.abertay.ac.uk,UK,
10007850,University of Bath,51.205949,-2.186226,BATH,http://www.bath.ac.uk,UK,"Campuses: The Centre for Addiction Treatment Studies, University of Bath"
10007851,University Of Derby,53.107381,-2.023665,DERBY,http://www.derby.ac.uk,UK,"Campuses: Leek Campus, Chesterfield Campus, Buxton Campus, Derby Campus"
10007852,University Of Dundee,56.45721,-2.97848,DUNDEE,http://www.dundee.ac.uk,UK,
10007854,Cardiff Metropolitan University,51.496052,-3.21259,CARDIFFMET,http://www.cardiffmet.ac.uk,UK,"Campuses: Llandaff Campus, Cyncoed Campus"
10007855,Swansea University,51.618576,-3.879901,SWAN,http://www.swan.ac.uk,UK,"Campuses: Swansea University - Bay Campus, Swansea University - Singleton Campus"
10007856,Aberystwyth University,52.415574,-4.062924,ABER,http://www.aber.ac.uk,UK,
10007857,Bangor University,53.048996,-3.014125,BANGOR,http://www.bangor.ac.uk,UK,"Campuses: Wrexham, Main Campus"
10007858,University Of Wales: Trinity Saint David,51.479817,-0.109714,UWTSD,http://www.uwtsd.ac.uk,UK,"Campuses: London, Lampeter, Cardiff, Carmarthen, Swansea, Pembrokeshire College, Coleg Sir Gar"
10007859,Warwickshire College,52.1135,-2.3228,WARWICKSHIRE,http://www.warwickshire.ac.uk,UK,"Campuses: Warwickshire College Group - Malvern Hills Site, Warwickshire College Group - Evesham Site, Warwickshire College - Moreton Morrell Site, Warwickshire College - Other Site, Warwickshire College - Pershore Site, Warwickshire College - Trident Site, Warwickshire College - Rugby Site, Warwickshire College - Leamington Site"
10007912,Cliff College,53.262636,-1.62853,CLIFFCOLLEGE,http://www.cliffcollege.ac.uk,UK,
10007924,Dudley College Of Technology,52.514625,-2.083434,DUDLEYCOL,http://www.dudleycol.ac.uk,UK,
10007928,Fareham College,50.81205,-1.193368,FAREHAM,http://www.fareham.ac.uk,UK,"Campuses: Cemast, Bishopsfield Road"
10007937,GSM London,51.478376,-0.010906,GSMLONDON,http://www.gsmlondon.ac.uk,UK,"Campuses: Greenwich, Greenford"
10007938,Grimsby Institute Of Further And Higher Education,54.277554,-0.405014,GRIMSBY,http://www.grimsby.ac.uk,UK,"Campuses: Yorkshire Coast College, Grimsby Institute"
10007945,Highbury College Portsmouth,50.83724,-1.061869,HIGHBURY,http://www.highbury.ac.uk,UK,
10007977,Heart Of Worcestershire College,52.39547,-1.808945,HOWCOLLEGE,http://www.howcollege.ac.uk,UK,"Campuses: National Delivery - Various Locations, Worcester Campus - Deansway, Redditch Campus, Bromsgrove Campus"
10008010,Stranmillis University College,54.5733,-5.934,STRAN,http://www.stran.ac.uk,UK,
10008017,Trinity Laban Conservatoire Of Music And Dance,51.483596,-0.007171,TRINITYLABAN,http://www.trinitylaban.ac.uk,UK,
10008026,St Mary's University College,54.59299,-5.959954,STMARYS-BELFAST,http://www.stmarys-belfast.ac.uk,UK,
10008071,AA School of Architecture,51.518218,-0.130697,AASCHOOL,http://www.aaschool.ac.uk,UK,
10008119,BRIDGEND COLLEGE,51.526013,-3.489814,BRIDGEND,http://www.bridgend.ac.uk,UK,"Campuses: Pencoed Campus, Cowbridge Road Campus, Arts Academy Cardiff, Queens Road Campus"
10008173,University College Of Estate Management,51.526013,-3.489814,UCEM,http://www.ucem.ac.uk,UK,
10008289,The London Institute Of Banking & Finance,51.509645,-0.084088,LIBF,http://www.libf.ac.uk,UK,
10008325,KLC School of Design,51.47566,-0.182133,,http://www.klc.co.uk,UK,
10008362,London School Of Science & Technology Limited,51.88024,-0.421784,,http://www.lsst.com,UK,"Campuses: Luton Campus, Birmingham Campus, Alperton Campus"
10008397,Norland College,51.376552,-2.374063,,http://www.norland.co.uk,UK,
10008455,Rtc Education Ltd,51.552153,-0.29482,,http://www.regentgroup.org.uk,UK,
10008640,Falmouth University,50.459942,-4.7116,FALMOUTH,http://www.falmouth.ac.uk,UK,"Campuses: Bodmin College, Fashion Retail Academy, Penryn Campus, Falmouth Campus"
10008912,Coleg Gwent,51.712298,-2.917552,COLEGGWENT,http://www.coleggwent.ac.uk,UK,"Campuses: Coleg Gwent (Usk), Coleg Gwent (Pontypool), Coleg Gwent (Newport), Coleg Gwent (Ebbw Vale), Coleg Gwent (Crosskeys)"
10009527,Istituto Marangoni Limited,51.518431,-0.07256,,http://www.istitutomarangoni.com,UK,
10009612,Luther King House Educational Trust,53.449913,-2.219167,,http://www.lutherkinghouse.org.uk,UK,"Campuses: Luther King House, Manchester"
10009614,Grwp NPTC Group,51.667164,-3.814494,NPTCGROUP,http://www.nptcgroup.ac.uk,UK,"Campuses: Neath College, Llandarcy Sports Academy, Newtown College, Brecon Beacons College, Afan College"
10010213,The City College,51.528777,-0.087806,CITYCOLLEGE,http://www.citycollege.ac.uk,UK,
10010227,Oak Hill College,51.64054,-0.14641,OAKHILL,http://www.oakhill.ac.uk,UK,
10010308,Cambridge School of Visual and Performing Arts,52.208741,0.118898,,http://www.csvpa.com,UK,
10013109,London Bridge Business Academy,51.491346,0.128098,,http://lbbaglobal.com/student_support.htm,UK,
10014001,University of Suffolk,52.597985,1.721382,UOS,http://www.uos.ac.uk,UK,"Campuses: University of Suffolk (Great Yarmouth), University of Suffolk at Suffolk New College, University of Suffolk (Lowestoft), University of Suffolk, University of Suffolk at West Suffolk College"
10015506,The London College,51.478444,-0.409208,LCUCK,http://www.lcuck.ac.uk,UK,
10019178,Point Blank Music School,51.536542,-0.080079,,http://www.pointblankmusicschool.com,UK,
10019746,Abi College Limited,51.45,-0.97,ABICOLLEGE,http://www.abicollege.ac.uk,UK,"Campuses: Reading Campus, London - Main Campus"
10020416,Mattersey Hall,53.394724,-0.963383,,http://www.matterseyhall.com,UK,
10020439,Oxford Business College,51.753414,-1.263013,OXFORDBUSINESSCOLLEGE,http://www.oxfordbusinesscollege.ac.uk,UK,
10021100,Regents Theological College,52.11377,-2.347361,REGENTS-TC,http://www.regents-tc.ac.uk,UK,
10021682,Kaplan Open Learning (Essex) Limited,52.11377,-2.347361,ONLINE.ESSEX,http://www.online.essex.ac.uk,UK,
10022021,UK College of Business and Computing,51.518475,-0.116921,,https://www.nus.org.uk,UK,"Campuses: Sceptre House, Windermere House, Gants Hill, Victory Park"
10022047,Empire College London Limited,51.557885,0.071643,ECL,http://www.ecl.ac,UK,"Campuses: Ilford,London"
10022087,Futureworks,53.482312,-2.253365,,http://futureworks.ac.uk,UK,
10022285,London School of Management Education,51.574911,0.066054,LSME,http://www.lsme.ac.uk,UK,
10022944,Stratford College London Limited,51.589143,-0.061496,,https://sclondon.ac.uk/src,UK,
10023139,The Manchester College,53.47,-2.23,THEMANCHESTERCOLLEGE,http://www.themanchestercollege.ac.uk,UK,"Campuses: Shena Simon, Openshaw Campus, Northenden Campus, Nicholls House, Fielden Campus, St Johns"
10023290,West London College Of Business & Management Sciences Limited,51.470276,-0.397758,,http://www.wlcb.co.uk,UK,
10023452,The Markfield Institute Of Higher Education,52.676893,-1.271246,,http://www.mihe.org.uk,UK,
10023453,Matrix College Of Counselling And Psychotherapy Ltd,52.570444,1.110958,,http://www.matrix-training.org,UK,"Campuses: Norwich Site, Ipswich Site"
10023454,Moorlands College,50.769362,-1.774721,MOORLANDS,http://www.moorlands.ac.uk,UK,"Campuses: Sopley, Chirstchurch, Dorset"
10023464,Trinity College Bristol,51.476799,-2.629158,TRINITY-BRIS,http://www.trinity-bris.ac.uk,UK,
10023526,South Staffordshire College,52.639364,-1.691165,SOUTHSTAFFS,http://www.southstaffs.ac.uk,UK,"Campuses: South Staffordshire College Tamworth Campus, South Staffordshire College Rodbaston Campus, South Staffordshire College Lichfield Campus"
10023777,Mont Rose College Of Management And Sciences Limited,51.564176,0.066288,MRCOLLEGE,http://www.mrcollege.ac.uk,UK,
10024962,Leeds City College,53.797457,-1.532936,LEEDSCITYCOLLEGE,http://www.leedscitycollege.ac.uk,UK,"Campuses: Leeds College of Music, Quarry Hill, University Centre"
10028216,Brit College,51.512251,-0.036252,,http://www.britcollege.org.uk,UK,
10029682,The Islamic College,51.545708,-0.230959,ISLAMIC-COLLEGE,http://www.islamic-college.ac.uk,UK,
10030129,Nelson College London Limited,51.576248,0.063827,NELSONCOLLEGE,http://www.nelsoncollege.ac.uk,UK,"Campuses: Gants Hill Campus, Ilford Campus"
10030391,London Churchill College,51.518322,-0.057235,,http://www.londonchurchillcollege.co.uk,UK,"Campuses: Cavell Street Campus, Barclay Hall Campus"
10030408,Gower College Swansea,51.623066,-3.983703,SWANCOLL,http://www.swancoll.ac.uk,UK,
10030776,St Mellitus College,50.377986,-4.134924,STMELLITUS,http://www.stmellitus.ac.uk,UK,"Campuses: St Mellitus College, South West,, St Mellitus College, St Judes, St Mellitus College, North West, Liverpool Cathedral, St Mellitus College, Chelmsford"
10031982,BPP University,51.505838,-0.110641,BPPUNIVERSITY,http://www.bppuniversity.ac.uk,UK,"Campuses: BPP University - London Waterloo, BPP Croydon, BPP London Shepherds Bush, BPP Doncaster, BPP Leeds - Whitehall Quay, BPP Bristol, BPP Birmingham, BPP Manchester St James', McTimoney College of Chiropractic, BPP Business School - London City"
10032072,The Cambridge Theological Federation,52.210537,0.11212,THEOFED.CAM,http://www.theofed.cam.ac.uk,UK,
10032282,The Queen's Foundation For Ecumenical Theological Education,52.862003,-2.185844,QUEENS,http://www.queens.ac.uk,UK,"Campuses: Shallowford House, Queen's (Edgbaston) Campus"
10032288,West Dean College,50.90622,0.775071,,http://www.westdean.org.uk,UK,
10033187,Fairfield School Of Business Ltd,51.372605,-0.099622,,https://fsb.ac.uk/student-union,UK,"Campuses: Croydon Campus, Alperton Campus"
10034324,Court Theatre Training Company Ltd,51.527878,-0.083404,,http://www.courttheatre.org.uk,UK,
10034450,Cardiff And Vale College,51.47259,-3.210467,CAVC,http://www.cavc.ac.uk,UK,"Campuses: Cardiff International Sports Campus, City Centre Campus, International Centre for Aerospace Training, Colcot Road"
10035638,Institute of Contemporary Music Performance,51.54448,-0.202917,,https://www.nus.org.uk,UK,
